date,cabbage,potato,strawberry,onion,spinach,cucumber,tomato,apple,carrot,broccoli
2023-07-21,9285,39253,0,24242,67807,30273,29471,61000,51000,35087
2023-07-20,7731,38835,0,23858,50996,29553,25492,61000,42000,44019
2023-07-19,18405,39143,0,24074,50278,31154,24337,85000,44500,47957
2023-07-18,6865,39221,0,23945,60704,35500,24247,60429,38000,41746
2023-07-17,6754,38327,0,22975,63199,25272,23942,92500,42000,35412
2023-07-16,0,0,0,0,0,0,0,0,0,0
2023-07-15,18320,38708,0,22882,49257,18500,23458,92500,40716,29611
2023-07-14,10730,33599,0,22339,69428,16513,23302,92500,40716,33184
2023-07-13,9554,33165,0,22479,79015,16321,24213,92500,41220,38373
2023-07-12,7703,35532,0,22881,48281,15852,24805,65750,43000,41127
2023-07-11,9287,35575,0,22963,44847,17690,25212,65750,44000,39668
2023-07-10,11498,36228,0,23230,48441,18793,24667,40000,43000,36347
2023-07-09,0,0,0,0,0,0,0,0,0,0
2023-07-08,5441,35219,0,21852,46666,17219,24938,59158,42913,30319
2023-07-07,6307,35154,0,20428,41554,20760,25202,59158,42913,32606
2023-07-06,11336,35671,0,19420,36523,23663,22962,62167,41782,36745
2023-07-05,8039,37541,0,19331,37321,26315,22733,66328,43000,45723
2023-07-04,6412,36096,0,19345,42131,24069,22036,66328,44500,44752
2023-07-03,6826,35817,0,19190,39953,22786,19635,57524,45653,35927
2023-07-02,0,0,0,0,0,0,0,0,0,0
2023-07-01,9166,37459,0,19380,22024,16628,21000,60000,43000,31824
2023-06-30,10399,32652,0,19224,24363,18884,20537,59359,43000,31208
2023-06-29,7191,35832,0,19151,22392,21613,22519,68000,43000,33367
2023-06-28,7598,40963,0,19692,25091,23945,23631,74132,44754,36149
2023-06-27,13230,46366,0,20046,24316,27913,23321,64544,44000,35940
2023-06-26,10249,46397,0,20064,25094,27458,21000,61716,43785,34159
2023-06-25,0,0,0,0,0,0,0,0,0,0
2023-06-24,11239,48508,0,19668,17858,24740,21394,70657,38000,30825
2023-06-23,6859,45469,0,19993,21024,24908,23561,70657,43204,34650
2023-06-22,8570,42671,0,19894,23868,26429,25000,58000,44000,37126
2023-06-21,10636,40664,0,19867,22727,25735,26740,71038,44000,32145
2023-06-20,7576,37109,0,19774,21888,26116,24023,71038,45000,28353
2023-06-19,8502,38588,0,19818,25107,29160,26302,74947,43916,26041
2023-06-18,0,0,0,0,0,0,0,0,0,0
2023-06-17,8639,39048,0,19634,20107,27694,25141,68568,45000,25485
2023-06-16,10767,39226,0,18616,20189,25463,26663,68568,45000,27743
2023-06-15,10937,39872,30000,18583,21384,30170,24612,70000,45000,27938
2023-06-14,7604,42193,30000,17950,23022,28630,23627,64500,44720,27646
2023-06-13,8866,42871,30000,17798,21710,32000,23143,69589,43964,29720
2023-06-12,9770,41365,30000,18416,20494,32500,23070,67174,45488,33593
2023-06-11,0,0,0,0,0,0,0,0,0,0
2023-06-10,11878,40779,41000,18593,18859,32500,22380,67174,44991,33199
2023-06-09,10172,40654,33000,18689,18209,26500,23667,67174,44991,28039
2023-06-08,10338,33908,26000,18312,19059,28188,23609,74432,44829,25731
2023-06-07,10448,37092,23222,18478,18723,29000,23817,64917,44000,25364
2023-06-06,12901,39643,22000,20256,19309,32000,23581,67409,45669,28478
2023-06-05,11261,52453,22881,20327,19728,30306,24790,72000,44544,34470
2023-06-04,0,0,0,0,0,0,0,0,0,0
2023-06-03,8550,64822,20681,22897,15738,31409,23792,53000,43828,30654
2023-06-02,9717,66863,19278,22861,16094,29769,23929,62000,45339,30267
2023-06-01,11998,71690,20821,22937,15420,31167,22468,77529,43000,26827
2023-05-31,11800,74196,21364,21227,19584,32000,22594,60000,42758,22887
2023-05-30,8139,61841,21321,21076,17003,30000,22447,44531,42500,23045
2023-05-29,12870,66931,21765,19972,16778,30000,21612,55000,43000,21400
2023-05-28,0,0,0,0,0,0,0,0,0,0
2023-05-27,10625,62214,24068,19873,14937,28500,22443,44111,42000,27408
2023-05-26,7356,64375,23856,21313,15755,32581,25209,66891,39809,27116
2023-05-25,6873,72802,23233,18508,14875,35457,24387,57311,41000,26100
2023-05-24,7274,79017,23088,17898,15590,38790,23423,60787,38724,28203
2023-05-23,7330,81028,23456,16588,15168,35000,24587,61871,36852,30012
2023-05-22,7497,74670,23413,16800,16165,33538,24342,60475,36988,29857
2023-05-21,0,0,0,0,0,0,0,0,0,0
2023-05-20,11105,69959,28261,16111,17759,23000,26375,37200,32000,35076
2023-05-19,10864,67502,28731,16019,16942,25000,25377,56093,37161,33062
2023-05-18,10754,66771,26718,16268,16201,31000,25204,78117,36000,32171
2023-05-17,13263,66338,25771,15923,16771,29000,24835,60783,38000,35751
2023-05-16,12571,64700,28303,16501,17862,31000,24238,59707,37355,37870
2023-05-15,12863,67256,29865,16820,17557,30000,24823,63000,38504,37383
2023-05-14,0,0,0,0,0,0,0,0,0,0
2023-05-13,9750,70759,31069,16403,16440,26500,23878,62636,38000,45606
2023-05-12,8484,70765,34088,16016,16790,28000,26113,62636,39795,50803
2023-05-11,9901,72428,32784,15954,16258,29500,25857,63781,39778,44576
2023-05-10,11110,72535,35734,18204,16705,32000,26069,72123,37720,45530
2023-05-09,11396,73837,40136,21143,15668,33500,28516,60747,41228,37967
2023-05-08,12331,74390,40273,22536,16841,36000,28343,55148,43536,34399
2023-05-07,0,0,0,0,0,0,0,0,0,0
2023-05-06,17305,74509,44074,25193,16678,32500,29500,41000,37000,36610
2023-05-05,13221,72046,35939,20355,16285,32500,32000,53426,41669,38509
2023-05-04,12204,68073,38669,16051,17226,32500,32405,48132,41793,42319
2023-05-03,12674,67887,38936,14570,15279,36000,35000,57400,41801,38453
2023-05-02,12647,67053,37125,14600,15534,32000,27333,52118,42562,42043
2023-05-01,11379,66586,41957,14401,15893,34000,32656,76627,42000,65184
2023-04-30,0,0,0,0,0,0,0,0,0,0
2023-04-29,10852,67086,50634,13912,14431,32500,26400,45000,40000,83825
2023-04-28,11046,66974,51428,13592,12690,0,27972,47111,43162,88898
2023-04-27,12490,67718,44734,13237,13627,0,22267,42290,42758,69900
2023-04-26,11932,67916,37062,12134,13154,0,26229,41386,43665,76477
2023-04-25,11778,66137,34338,11177,13119,0,26063,47009,46600,64959
2023-04-24,10862,66999,31505,11655,13287,0,26063,44489,49000,57626
2023-04-23,0,0,0,0,0,0,0,0,0,0
2023-04-22,9676,70225,31882,13864,12320,0,26333,63874,46681,52781
2023-04-21,9754,74750,31424,17361,11601,0,35545,63874,46681,73335
2023-04-20,10200,78736,31358,18008,12088,0,38304,48392,56597,78099
2023-04-19,10816,80546,31787,20312,12069,0,38304,46000,63000,99902
2023-04-18,10769,78705,32458,20124,12598,0,31231,46584,64714,81738
2023-04-17,10624,83143,32430,20709,13503,0,39818,45798,64918,86136
2023-04-16,0,0,0,0,0,0,0,0,0,0
2023-04-15,13601,83555,39984,22112,12044,0,33938,45934,61000,60382
2023-04-14,12025,86282,36023,21844,12908,0,42586,45934,56309,62922
2023-04-13,12046,86140,34810,23055,12658,0,32125,53340,57000,69310
2023-04-12,12277,86118,32855,25918,11619,0,38667,60441,58233,63139
2023-04-11,11885,82815,32342,27755,11815,0,38483,48031,62500,47149
2023-04-10,11457,75998,33184,27023,11272,0,38483,53314,53579,41172
2023-04-09,0,0,0,0,0,0,0,0,0,0
2023-04-08,11616,79695,38097,25164,11724,0,38212,35212,50000,40698
2023-04-07,13257,87728,33229,25652,12538,0,38212,43684,54034,47039
2023-04-06,12177,91297,29346,26903,12820,0,39242,58500,56148,43091
2023-04-05,11693,90467,28517,26377,13772,0,39242,44457,55000,38164
2023-04-04,11418,97531,30764,24617,13305,0,38286,41123,56361,45530
2023-04-03,10903,98091,32957,23191,11058,0,38286,52405,58179,50100
2023-04-02,0,0,0,0,0,0,0,0,0,0
2023-04-01,9072,84000,38835,19191,10359,0,43120,37000,31263,55238
2023-03-31,8695,82204,34265,20976,11386,0,43120,42626,62628,50230
2023-03-30,6978,83441,31167,22385,12294,0,45063,38000,59880,39180
2023-03-29,8031,87715,31311,26367,12713,0,45063,64045,61879,30169
2023-03-28,8556,98000,33525,26504,12311,0,46139,50104,65000,30164
2023-03-27,8953,112050,33583,29313,12118,0,46139,40354,64828,31558
2023-03-26,0,0,0,0,0,0,0,0,0,0
2023-03-25,8603,114251,36316,30040,11020,0,43000,50017,48000,28878
2023-03-24,8279,96041,33881,26808,11568,0,43000,50017,60000,32848
2023-03-23,8555,86885,31904,23298,13678,0,49900,35920,60000,38624
2023-03-22,8420,86028,32662,21942,12781,0,49900,40649,59197,43845
2023-03-21,8199,93031,35379,21888,11921,0,54451,46655,57377,36852
2023-03-20,7570,108656,34867,21346,10872,0,54451,39800,56101,29538
2023-03-19,0,0,0,0,0,0,0,0,0,0
2023-03-18,8500,122610,39038,22730,10069,0,57971,34000,52000,28996
2023-03-17,8414,114000,39405,24284,11242,0,57971,50140,50278,31542
2023-03-16,8300,103000,36499,24970,11260,0,54313,33736,57161,34174
2023-03-15,8168,91679,35480,25607,11405,0,54313,41388,56591,34559
2023-03-14,8369,88346,33619,26618,11366,0,52625,63738,49661,35033
2023-03-13,8684,88000,35111,26948,12200,0,52625,47000,52957,33978
2023-03-12,0,0,0,0,0,0,0,0,0,0
2023-03-11,8600,85000,37500,26796,10178,0,52375,34000,52801,38107
2023-03-10,7875,82405,35232,27053,12248,0,52375,48758,52801,30110
2023-03-09,8119,84035,34303,27477,13097,0,49727,36238,53634,27084
2023-03-08,8999,87721,33284,27611,13753,0,49727,38661,55782,30536
2023-03-07,10248,91000,36711,28281,13728,0,48750,46959,56627,28892
2023-03-06,8833,96219,36844,28431,14085,0,48750,58023,54830,24123
2023-03-05,0,0,0,0,0,0,0,0,0,0
2023-03-04,8392,93953,41238,28296,14032,0,49541,25000,44000,23842
2023-03-03,7954,81000,43854,28387,12947,0,49541,42583,50318,29264
2023-03-02,7686,77050,40410,28735,13565,0,48550,51725,51867,30529
2023-03-01,7086,73004,39647,28645,13588,0,47813,46215,55148,34896
2023-02-28,6416,72568,40270,28034,14447,0,48550,36852,57376,31000
2023-02-27,7500,71000,42056,27015,15983,0,48550,38989,56530,22376
2023-02-26,0,0,0,0,0,0,0,0,0,0
2023-02-25,7100,69107,43596,25657,13860,0,51867,32000,50000,20925
2023-02-24,6535,68113,44499,25226,14177,0,51867,34462,55061,18502
2023-02-23,6460,66394,42886,25090,13658,0,49455,37000,56062,19089
2023-02-22,6280,65358,42460,25056,12948,0,49455,49211,54994,21059
2023-02-21,6395,63166,44986,24913,12928,0,48000,27813,55776,22214
2023-02-20,7460,63397,46128,24750,13482,0,48000,41626,52536,22612
2023-02-19,0,0,0,0,0,0,0,0,0,0
2023-02-18,6700,62614,46633,24896,12921,0,47071,30955,52056,20426
2023-02-17,6300,62754,45276,24846,15336,0,47071,44969,52056,18953
2023-02-16,7195,63634,45597,24007,16209,0,45818,36872,51510,18858
2023-02-15,7988,63224,46420,22950,15358,0,45818,51485,53000,18668
2023-02-14,6700,63624,37935,22599,15461,0,46000,37068,53000,18721
2023-02-13,6529,62853,41797,22703,15864,0,46000,38671,52509,19762
2023-02-12,0,0,0,0,0,0,0,0,0,0
2023-02-11,6700,60131,45506,22338,16670,0,51476,49917,50000,21248
2023-02-10,6308,57549,42012,22026,16792,0,51476,49917,52144,21534
2023-02-09,5840,57804,35697,21780,16899,0,53000,51500,49583,21839
2023-02-08,5524,59852,41484,22017,16728,0,53000,29653,53953,20937
2023-02-07,5782,63503,33036,22767,16498,0,45931,48228,52766,20519
2023-02-06,5681,61702,43251,22930,15500,0,45931,42000,54487,21446
2023-02-05,0,0,0,0,0,0,0,0,0,0
2023-02-04,5505,62616,42379,22717,15907,0,41625,41660,54308,21308
2023-02-03,5536,63671,46575,23066,18195,0,41625,65341,54308,21651
2023-02-02,5951,64568,40524,23776,21739,0,38250,32762,54882,22679
2023-02-01,6239,66290,56664,24043,19827,0,38250,37000,59224,20009
2023-01-31,7100,67380,46753,23901,19863,0,37000,45556,58284,19211
2023-01-30,6768,70000,55246,23795,19997,0,37000,52237,59232,18032
2023-01-29,0,0,0,0,0,0,0,0,0,0
2023-01-28,6400,70389,61433,23691,21415,0,36875,35000,61544,19557
2023-01-27,6678,71359,47922,23363,22454,0,36875,96765,62000,24720
2023-01-26,5200,54469,35970,23239,24495,0,14000,33800,64000,28801
2023-01-25,5200,58000,49179,22307,17349,0,34944,26762,61500,23894
2023-01-24,0,0,0,0,0,0,0,0,0,0
2023-01-23,0,0,0,0,0,0,0,0,0,0
2023-01-22,0,0,0,0,0,0,0,0,0,0
2023-01-21,4288,68057,55601,22647,14458,0,5500,26762,59714,12355
2023-01-20,4288,68057,57860,22647,17882,0,36447,26762,59714,13231
2023-01-19,4300,71998,47334,22643,18083,0,34130,32000,61712,14394
2023-01-18,4500,70342,44392,22116,15379,0,34130,24500,61640,18097
2023-01-17,4435,65246,40928,21785,14664,0,32108,27846,59865,19548
2023-01-16,4535,63352,46232,21911,14945,0,32108,61706,57805,22148
2023-01-15,0,0,0,0,0,0,0,0,0,0
2023-01-14,4300,65943,42061,21630,15073,0,32400,90862,52296,23006
2023-01-13,4600,64819,47999,21798,15746,0,32400,38224,52296,23789
2023-01-12,4728,62740,41418,22187,15272,0,31000,69569,48772,23990
2023-01-11,4374,58998,44253,22615,14771,0,31000,41953,47000,24350
2023-01-10,4094,60130,41925,22579,14780,0,29419,67213,45669,25226
2023-01-09,4317,63675,45459,22938,15534,0,29419,46198,46422,25107
2023-01-08,0,0,0,0,0,0,0,0,0,0
2023-01-07,4685,61687,44646,23185,14251,0,17000,52267,49000,23661
2023-01-06,4700,67258,46724,23267,15889,0,31586,50937,48467,24289
2023-01-05,4690,73887,40157,23464,17335,0,29798,34004,50000,25510
2023-01-04,4856,77687,42116,23344,16562,0,29798,70166,49150,27821
2023-01-03,4800,77916,46532,24150,14498,0,25341,66484,51348,34843
2023-01-02,0,0,0,0,0,0,0,0,0,0
2023-01-01,0,0,0,0,0,0,0,0,0,0
2022-12-31,4500,48007,46907,24015,14292,0,28000,36091,52702,23640
2022-12-30,4326,74379,52238,23629,13825,0,28000,40257,52702,23261
2022-12-29,5449,72647,47581,23691,13353,0,29680,38347,52500,23341
2022-12-28,5400,74291,48503,23493,14101,0,29680,59097,51084,18979
2022-12-27,5800,74539,49419,23365,12631,0,29964,37020,50000,20039
2022-12-26,9509,71601,51246,23644,12317,0,29964,50218,52364,24519
2022-12-25,0,0,0,0,0,0,0,0,0,0
2022-12-24,5800,75610,48855,23393,10889,0,27657,75000,47500,37794
2022-12-23,5473,74678,49201,23664,11042,0,27657,40190,50000,32196
2022-12-22,5748,74193,49847,23412,13099,0,25000,48607,50204,23450
2022-12-21,5680,66981,45035,23610,13017,0,24556,58250,50000,18374
2022-12-20,5869,62338,41543,23478,10859,0,30333,44154,48500,17859
2022-12-19,7100,53962,43672,22662,11575,0,25261,38227,47000,24221
2022-12-18,0,0,0,0,0,0,0,0,0,0
2022-12-17,5300,52239,41777,22820,9785,0,29364,33000,42611,16030
2022-12-16,4500,47594,44839,22800,9171,0,25000,51374,42611,18066
2022-12-15,3764,51539,43262,23024,9320,0,28600,47485,39440,18590
2022-12-14,4570,49010,40092,22793,10578,0,27000,58859,40935,21840
2022-12-13,4835,53213,41348,23097,9705,0,23286,57705,41038,21301
2022-12-12,5116,51823,44367,22934,8888,0,24000,46327,40207,19603
2022-12-11,0,0,0,0,0,0,0,0,0,0
2022-12-10,5093,48320,45460,23002,8715,0,27091,37161,38551,20320
2022-12-09,5426,55733,45537,22995,7468,0,25000,65444,44000,17353
2022-12-08,5173,51775,41912,23612,8166,0,27000,41423,44000,13834
2022-12-07,4550,51770,41825,24193,8490,0,25970,58414,44000,12551
2022-12-06,5000,47103,39894,23885,8114,0,25000,48904,45000,12781
2022-12-05,5601,51359,41934,24358,8439,0,27667,37922,43704,14584
2022-12-04,0,0,0,0,0,0,0,0,0,0
2022-12-03,6039,51459,43689,24301,7759,0,25465,37178,39565,17071
2022-12-02,5560,45478,42336,23510,7008,0,28833,53385,39565,17598
2022-12-01,5624,48807,42215,23166,8244,0,29250,48925,39000,17942
2022-11-30,5740,44367,43872,22929,8036,0,22000,45262,37775,15506
2022-11-29,6448,48730,39275,22916,8632,0,19959,31670,35532,13309
2022-11-28,5965,49774,41207,22676,9466,0,31586,33767,36000,13810
2022-11-27,0,0,0,0,0,0,0,0,0,0
2022-11-26,6907,50439,41398,22797,7710,0,23953,30820,35000,13119
2022-11-25,7553,51077,49637,22944,7567,0,32861,52806,35620,13087
2022-11-24,6270,48428,49026,23056,6940,0,26500,38995,34500,14315
2022-11-23,6765,47777,45040,23473,7136,0,27353,58803,37341,15702
2022-11-22,5839,47625,44716,23661,7633,0,32326,43405,37888,18496
2022-11-21,6047,47560,48189,23701,8656,0,37833,39751,42009,18663
2022-11-20,0,0,0,0,0,0,0,0,0,0
2022-11-19,6858,46699,64532,22795,8893,0,23411,37183,34500,19070
2022-11-18,7440,46374,56542,22295,8011,0,36755,49752,42677,16948
2022-11-17,6655,46763,52198,22516,8543,0,23000,34777,40000,15732
2022-11-16,5838,47281,52223,22570,11292,0,33950,36313,38000,15471
2022-11-15,6902,47000,46729,22557,9622,0,26649,51599,34500,18358
2022-11-14,7705,46246,53002,22758,9150,0,33529,37790,34000,19454
2022-11-13,0,0,0,0,0,0,0,0,0,0
2022-11-12,8178,46635,76801,23055,7154,0,29229,43994,35000,24042
2022-11-11,7475,48298,76466,23885,7594,0,38708,35760,35000,29061
2022-11-10,7184,47526,74228,23779,9117,0,30093,33703,37000,29905
2022-11-09,7360,46589,69769,23919,9524,0,30182,39089,38000,29653
2022-11-08,7207,46339,68500,23595,10289,0,25829,45106,38210,28108
2022-11-07,7512,45152,77019,24012,13330,0,30984,35176,40000,29925
2022-11-06,0,0,0,0,0,0,0,0,0,0
2022-11-05,7952,44541,104489,24237,10493,0,26643,29261,36000,30111
2022-11-04,7638,46924,126944,24210,10177,0,28282,34032,39425,28937
2022-11-03,7607,44913,110690,24259,12448,0,30116,42132,41000,27175
2022-11-02,6950,44727,93214,23871,13385,0,26630,38211,38886,27087
2022-11-01,7416,45241,77656,23829,14619,0,30000,48724,40000,28035
2022-10-31,7852,45054,100000,24535,16125,0,34257,47774,38000,35164
2022-10-30,0,0,0,0,0,0,0,0,0,0
2022-10-29,7908,44966,89333,24596,15148,0,33551,35000,39271,40275
2022-10-28,8996,43231,100000,24382,14428,0,36176,46913,39271,42637
2022-10-27,10135,46256,80000,23532,15369,0,35045,52338,41139,41087
2022-10-26,9091,44745,83000,24616,15162,0,34682,45032,44034,41888
2022-10-25,9415,45736,100000,24303,15093,15000,35096,34962,46741,40667
2022-10-24,9424,43841,97600,24312,15860,15000,33955,37576,48063,44101
2022-10-23,0,0,0,0,0,0,0,0,0,0
2022-10-22,10490,41633,100000,23193,15186,15000,32468,33223,38000,44207
2022-10-21,8958,43175,50000,22686,16565,15000,34286,36071,47528,39821
2022-10-20,9091,42902,0,22523,17493,15000,38552,43555,54195,31455
2022-10-19,9140,44069,0,22633,18283,15000,38000,34564,56000,28997
2022-10-18,10200,44918,0,22763,19288,15000,36313,40011,61640,31719
2022-10-17,10936,44203,0,23856,18120,15000,37027,42015,65520,39639
2022-10-16,0,0,0,0,0,0,0,0,0,0
2022-10-15,13200,44252,0,24340,22910,16250,40421,45284,63770,52504
2022-10-14,12018,43049,0,25365,17766,16250,44000,45087,63770,44212
2022-10-13,12813,43714,0,26118,18149,16250,44000,44399,63000,43892
2022-10-12,12574,43643,0,25850,16689,16250,37314,45780,65870,30680
2022-10-11,14323,43548,0,25877,16104,19000,33000,45021,68744,37570
2022-10-10,15989,40870,0,25901,20015,17714,40964,51702,68747,31097
2022-10-09,0,0,0,0,0,0,0,0,0,0
2022-10-08,15199,39760,0,25310,25771,15000,45690,41000,65000,32618
2022-10-07,18426,41767,0,24795,24287,18500,57271,49000,68685,28681
2022-10-06,17779,40366,0,24157,18651,20000,59057,34778,70000,29083
2022-10-05,25378,41183,0,23596,19878,20056,56000,0,69131,28876
2022-10-04,29198,41756,0,23547,21803,20056,56000,0,70000,31246
2022-10-03,27386,43448,0,23733,22945,23800,55267,28000,70000,29647
2022-10-02,0,0,0,0,0,0,0,0,0,0
2022-10-01,23891,43613,0,23698,23930,21000,56391,0,69930,35649
2022-09-30,23988,40126,0,23820,25755,21000,56386,0,69930,34509
2022-09-29,24730,40091,0,23215,29084,20750,51577,0,69561,41784
2022-09-28,25352,40833,0,23192,26599,19000,45364,0,69189,48850
2022-09-27,28258,42120,0,23473,26456,24875,40186,0,66000,47781
2022-09-26,30941,42145,0,23439,28544,24455,33880,0,71706,51962
2022-09-25,0,0,0,0,0,0,0,0,0,0
2022-09-24,29109,40633,0,23313,31199,22575,36671,23000,68361,49429
2022-09-23,32499,42165,0,22869,30583,27000,46873,23000,68361,43308
2022-09-22,37589,40184,0,22977,30314,24821,50000,23000,69000,42602
2022-09-21,35588,41335,0,22989,33350,25000,44451,23000,72000,39370
2022-09-20,41793,42917,0,22926,27750,24038,41553,23000,66000,34857
2022-09-19,37299,43693,0,22868,27402,23794,39488,23000,66000,35376
2022-09-18,0,0,0,0,0,0,0,0,0,0
2022-09-17,36110,42825,0,22456,27424,22739,41483,23000,72487,48550
2022-09-16,32765,45734,0,23062,28783,25361,32815,23000,72487,42769
