Date,avg temp,max temp,min temp,rainFall,price
2023-01-11,2.6,11.2,-3.4,0,3038
2023-01-10,1.4,9.4,-4.9,0,3047
2023-01-09,3.1,9.9,-2.3,0,3132
2023-01-06,0.8,7.4,-5,1.4,3128
2023-01-05,-0.8,6,-6.4,0,3133
2023-01-04,-1.6,5.1,-7.4,0,3138
2023-01-03,-3.1,3.3,-8.3,0,3125
2023-01-02,-2.3,2.7,-6.2,0,3088
2022-12-30,-1.2,4,-5.7,0,3011
2022-12-29,-2.5,3,-7.5,0,3000
2022-12-28,-1.6,3.3,-5.7,0,2972
2022-12-27,-2.3,4.8,-8.2,0,2955
2022-12-26,-3.5,3.1,-8.8,0,2955
2022-12-23,-7.6,-4.8,-9.7,1.8,2949
2022-12-22,-4.4,0.8,-8.1,1.8,2917
2022-12-21,0.8,3.8,-2.1,5.2,2878
2022-12-20,-2.2,4.4,-8.8,0,2850
2022-12-19,-5.4,0.6,-11.4,0.1,2849
2022-12-16,-2.3,1.3,-5.5,0,2828
2022-12-15,-2.2,3.5,-9,1,2851
2022-12-14,-5.4,-1,-8.5,0.4,2842
2022-12-13,2.9,6.2,-1.7,1.8,2860
2022-12-12,2.4,7.7,-3,0.8,2839
2022-12-09,3.6,10.6,-1.4,0,2836
2022-12-08,3.5,10.6,-1.7,0,2867
2022-12-07,4.1,9.3,-0.5,0.1,2830
2022-12-06,0.6,6.1,-5.4,0.3,2821
2022-12-05,-0.8,4,-4.3,0,2819
2022-12-01,-2.6,1.6,-5.9,0,2870
2022-11-30,-1.6,3.9,-4.3,0,2885
2022-11-29,10.4,15.8,3.8,11,2890
2022-11-28,11.1,16.1,3.9,15.8,2937
2022-11-25,9.5,17.4,2.2,0.2,2923
2022-11-24,8,15.3,3.6,0,2930
2022-11-23,10.9,16.3,5.6,2.8,2981
2022-11-22,10.7,14.5,7.3,6.8,3013
2022-11-21,10.7,18,5.1,0,3037
2022-11-18,8.9,18.2,2.1,0,3079
2022-11-17,8.5,16.1,3.5,0,3088
2022-11-16,8.5,14.7,4.1,0.4,3155
2022-11-15,7.9,13.7,2.6,0.6,3164
2022-11-14,9.9,14.2,6.2,0,3172
2022-11-11,13.4,21.1,7.4,0,3233
2022-11-10,11.8,19.9,5.5,0,3235
2022-11-09,10.2,18.1,3.6,0,4031
2022-11-08,10.4,18.5,4.4,0,4107
2022-11-07,9.1,17.2,2.1,0,3991
2022-11-04,6.9,12.1,2.5,0,4125
2022-11-03,10.2,17.2,3.7,0,4162
2022-11-02,10.7,19.3,5,0,4514
2022-11-01,12.4,19.9,6.7,0,4494
2022-10-31,12.6,19.4,7.7,0,4525
2022-10-28,12.3,19.5,6.4,0.9,4532
2022-10-27,12.6,20.3,6.8,0.6,4573
2022-10-26,11,18.5,4,0,4819
2022-10-25,9.4,16.4,3.3,0.1,4863
2022-10-24,9.8,15.3,5.2,1.3,4928
2022-10-21,13.2,19.8,6.5,0,4978
2022-10-20,10.9,20.2,2.9,0,5027
2022-10-19,9,16.9,2.5,0,5654
2022-10-18,9,15.4,3.8,0,5737
2022-10-17,13.3,18.1,7.5,0,5898
2022-10-14,15.3,22.3,9.7,0,6030
2022-10-13,14.7,22,9.1,0,6246
2022-10-12,12.5,20.5,5.7,0,6709
2022-10-11,11.9,17.8,7.7,0.1,7411
2022-10-07,14.9,18.8,11.6,2.4,7254
2022-10-06,15.9,20.1,13.2,3.8,7756
2022-10-05,15.7,19.9,13.5,2.6,8193
2022-10-04,19.2,24.2,15,31.1,8225
2022-09-30,18.9,27.6,12.7,0,8155
2022-09-29,18.6,26.4,13.5,0,8303
2022-09-28,18.4,24.8,13.5,0,8651
2022-09-27,18.7,26.3,13.2,0,8987
2022-09-26,17.8,23.4,13.9,0,9307
2022-09-23,18,24.9,13.2,0.4,9544
2022-09-22,17.7,24,11.4,0,9626
2022-09-21,17,23.4,11.7,0,9699
2022-09-20,18.2,23,14.1,0,9738
2022-09-19,23.5,28,17.9,6.6,9429
2022-09-16,24.4,28.9,20.9,1.1,9821
2022-09-15,23.8,28.1,20.1,0,10204
2022-09-14,23.5,27.6,20.4,0.2,10883
2022-09-13,23.3,27.1,20.3,0.5,10955
2022-09-08,20.7,27.8,14.3,0,8769
2022-09-07,20.7,27.6,15,0,8069
2022-09-06,21,25.6,17,59.6,8393
2022-09-05,22.5,25.2,20.4,65.6,7818
2022-09-02,21.7,25.8,17.7,4,7464
2022-09-01,21.5,26.1,18,0.1,7398
2022-08-31,21.2,24.2,19.3,11.5,7032
2022-08-30,20.3,22,18.6,29.6,6702
2022-08-29,20.2,23.1,17.4,1.2,6501
2022-08-26,23,28.2,18.4,0,6645
2022-08-25,22.5,27.2,18.9,0.3,6570
2022-08-24,22.6,25.6,20.2,8.5,6595
2022-08-23,24.4,27.7,21.8,6.3,6536
2022-08-22,25.5,30.7,20.5,0.2,6717
2022-08-19,25.7,29.6,20.8,5.1,6503
2022-08-18,24.4,29.5,20.3,0,6839
2022-08-17,24.4,28.6,21.6,6.6,6618
2022-08-16,25.7,29.3,23,24.7,6838
2022-08-12,26.8,31.8,23.2,1.9,6865
2022-08-11,25.2,26.8,23.8,36.4,6762
2022-08-10,25.8,28.4,23.6,37.3,6729
2022-08-09,27.1,29.8,24.7,31.8,6638
2022-08-08,27.7,30.5,25.6,22.3,6634
2022-08-05,28.4,32.4,25,1,6718
2022-08-04,28.1,32.6,24.9,1.6,6756
2022-08-03,27.5,31.4,24.7,12.7,6534
2022-08-02,27.1,30.2,25.1,11.2,6668
2022-08-01,27.2,30.2,24.9,14.9,6709
2022-07-29,28.2,33.3,23.8,0.2,6922
2022-07-28,26.4,30.9,22.3,0.2,7462
2022-07-27,25.9,30.4,22,0,7071
2022-07-26,26,31.4,21.9,0.3,7651
2022-07-20,26.3,31.3,22.3,0.9,6430
2022-07-19,25.4,30.4,21.6,0.6,5942
2022-07-18,23.2,26.2,21.1,39.3,5636
2022-07-15,25.3,30.5,21.2,1.6,5245
2022-07-14,25.6,29.9,22.5,3.3,5146
2022-07-13,24,26,22.5,32.5,4721
2022-07-12,25.3,28.8,22.5,0.3,4611
2022-07-11,25,28.6,22.8,16.4,4585
2022-07-08,26.7,30.3,23.9,4,4479
2022-07-07,28,32.1,24.9,2.3,4430
2022-07-06,27.6,32.1,23.9,1.5,4465
2022-07-05,26.9,31.9,23.5,2,4510
2022-07-04,27,31.9,23.4,2.3,4427
2022-07-01,26.7,32.1,22.1,0.2,4404
2022-06-30,25.3,28.8,22.9,35.8,4358
2022-06-29,26.2,29.1,24.2,20.9,4103
2022-06-28,27.1,29.5,25,2,4062
2022-06-27,26.1,28.6,23.9,13.4,4090
2022-06-24,24.5,28,21.9,26.1,4077
2022-06-23,24.4,28,21.2,29.7,4071
2022-06-22,25.8,31.9,20.8,0,4222
2022-06-21,25.5,31.7,20.5,0,4213
2022-06-20,25.1,30.6,20.5,1.5,4213
2022-06-17,22.5,28.4,16.2,0.1,4168
2022-06-16,20.8,25.8,16.8,0.9,4171
2022-06-15,18.5,22.9,15,10.7,4168
2022-06-14,17.7,20.4,15.7,5.3,4185
2022-06-13,20.7,24.9,17.5,0.9,4181
2022-06-10,20.7,26.5,15,0.2,4192
2022-06-09,19.2,24.8,14.7,0.7,4085
2022-06-08,18,22.8,14.3,0.4,4019
2022-06-07,16.9,20.7,13.5,6.6,4006
2022-06-03,22,29.3,16.4,0,4034
2022-06-02,21.2,28.6,13.3,0,4054
2022-05-31,20.5,27.4,13.4,0,4020
2022-05-30,20.1,24.4,16.7,0.5,4033
2022-05-27,19.9,25.8,13.7,0,4005
2022-05-26,19.3,24.8,14.3,1.3,4002
2022-05-25,21.3,28.3,14.7,1.2,4000
2022-05-24,22.2,30.1,14.7,0,3985
2022-05-23,21.2,28.5,14.4,0,3949
2022-05-20,19.5,25.8,13.9,0,3970
2022-05-19,19.4,25.1,13.7,0,3983
2022-05-18,20.1,27,12.3,0.1,4110
2022-05-17,18.2,26,9.5,0,4097
2022-05-16,15.9,23.4,7.7,0,5481
2022-05-13,16.2,20.2,12.7,0.8,5347
2022-05-12,18.9,24.7,14.2,0,5309
2022-05-11,18.4,24.1,12.8,0,5351
2022-05-10,16.1,23.3,9,0,5327
2022-05-09,15.6,22.2,10.3,0.4,5238
2022-05-06,18.7,25.9,11,0,5299
2022-05-04,16.4,24.7,7.4,0,5294
2022-05-03,13.1,20.9,4.6,0,5273
2022-05-02,12.2,18.9,6.2,0.4,5254
2022-04-29,11.5,15.1,8.8,13.7,5052
2022-04-28,15.2,22.1,8.7,0,5077
2022-04-27,15.8,21.8,10.5,0,5072
2022-04-26,18.1,22.2,14.7,22.7,5072
2022-04-25,19.3,25.6,13.5,9.2,5081
2022-04-22,16.2,22.8,9.2,0,5173
2022-04-21,13.4,19.3,7.6,1,5173
2022-04-20,14.9,23.2,6.1,0,5038
2022-04-19,14.4,22.6,6.5,0,4977
2022-04-18,14.5,21.9,8.5,0,4934
2022-04-15,11.4,17.8,6.7,0,4910
2022-04-14,10.7,13.8,8.7,1.7,4910
2022-04-13,12.4,16.8,9.5,10,4897
2022-04-12,19,26.2,12.8,0.2,4904
2022-04-11,18.6,25.4,11.8,0.1,4874
2022-04-08,12.5,21.1,3,0,4860
2022-04-07,11.7,18.3,6.1,0.6,4860
2022-04-06,12,19.4,5.1,0,4931
2022-04-05,10.7,18.2,2.1,0,4957
2022-04-04,9.9,18.1,1.9,0,4930
2022-04-01,7.9,13.9,2.7,0.1,4858
2022-03-31,9.6,13.4,5.9,1,4790
2022-03-30,11.5,18.5,3.7,0.7,4711
2022-03-29,9.2,17.3,0.7,0,4691
2022-03-28,7,13.8,0.2,0,4692
2022-03-25,12,17.6,4.4,11.8,4589
2022-03-24,7.7,14.4,1.1,0,4596
2022-03-23,5.5,10.4,1.6,0,4450
2022-03-22,6.6,12.6,1.2,0,4545
2022-03-21,5.6,11.5,-0.6,0,4521
2022-03-18,6.4,8.7,4.7,6.9,4497
2022-03-17,8.9,12.1,6.4,5.8,4482
2022-03-16,10.6,19.2,2.4,0,4430
2022-03-15,8.5,15.8,2.7,0,4420
2022-03-14,9.7,13.2,6.4,3.6,4341
2022-03-11,10.9,18.3,3,0,4372
2022-03-10,8.4,16.9,0.1,0,4334
2022-03-08,5.2,13.4,-2.4,0,4274
2022-03-07,3.1,10.5,-3.7,0,4274
2022-03-04,7.8,15.5,-1.2,0,4150
2022-03-03,5.3,12.6,-1.3,0,4163
2022-03-02,3.7,10.1,-2.4,0,4144
2022-02-28,5.5,13.2,-2.2,0,4154
2022-02-25,2.5,9.9,-5.3,0,4212
2022-02-24,-1.7,5.2,-9.1,0,4205
2022-02-23,-3.7,1.6,-8,0,4168
2022-02-22,-2,2.5,-6,0,4168
2022-02-21,-1.2,5.2,-8.1,0.1,4168
2022-02-18,-1.3,6.7,-9.9,0,4121
2022-02-17,-5.3,0.2,-10,0,4109
2022-02-16,-4.9,-1.2,-7.5,0.4,4065
2022-02-15,-1.8,2.2,-5.5,0.1,4065
2022-02-14,4,10.7,-1.6,0.4,4084
2022-02-11,2,10.1,-5.2,0,4070
2022-02-10,2.4,8.7,-2.4,0,4070
2022-02-09,0.7,8.1,-6.8,0,4031
2022-02-08,-0.3,6.3,-5.8,0,4031
2022-02-07,-1.7,2.6,-7.2,0,3999
2022-02-04,-2.6,2.5,-6.8,0.2,3956
2022-02-03,-1.5,3.8,-5.9,0,3929
2022-01-28,-0.4,5,-4.7,0,4012
2022-01-27,0.8,6.8,-3.7,0,3998
2022-01-26,2.3,7.1,-1.5,0,3980
2022-01-25,3.2,5.5,0.8,0.4,3988
2022-01-24,3.8,7.5,-0.8,0.2,4021
2022-01-21,-2.5,5.8,-9.5,0,3974
2022-01-20,-3.6,3,-8.8,0.1,4000
2022-01-19,-3,3.3,-9.3,0.4,4148
2022-01-18,-4.2,1.8,-9.4,0,4340
2022-01-17,-2.6,2.3,-7.2,0.2,4375
2022-01-14,-4,2.7,-9.7,0,4330
2022-01-13,-4.4,-0.6,-7.8,0.1,4559
2022-01-12,-4.8,0.3,-9.7,0,4506
2022-01-11,-2.9,2,-6.9,0.2,4489
2022-01-10,1.1,7.5,-5,0.1,4326
2022-01-07,-1.6,6.7,-7.7,0,4387
2022-01-06,0,6.2,-5,0,4387
2022-01-05,-0.8,4,-6,0.2,4302
2022-01-04,0,5.2,-5,0,4289
2022-01-03,-1.5,4.8,-7.8,0,4151
2021-12-31,-3.9,0.1,-7.2,0,4143
2021-12-30,-0.7,2.7,-3.3,0.4,4134
2021-12-29,2.5,7.5,-2.5,0.1,4103
2021-12-28,0,4.9,-5.2,0,4181
2021-12-27,-4.6,0.5,-11.2,0.1,4102
2021-12-24,2.2,8,-2.6,0.9,4059
2021-12-23,2.2,9.9,-3.6,0,4060
2021-12-22,2.7,10.3,-2.4,0,4034
2021-12-21,6,12.7,0.5,0,4103
2021-12-20,5,11.1,-1.8,0,4139
2021-12-17,-1.5,6.4,-7.1,0.4,4138
2021-12-16,5.9,10.1,2.6,0.6,4200
2021-12-15,6.2,12,1.6,0.6,4152
2021-12-14,2.4,8,-4.2,0.2,4172
2021-12-13,-0.9,4.3,-5.2,0,4172
2021-12-10,7.1,12.2,2.8,0.4,4246
2021-12-09,5.6,11.6,0,0,4341
2021-12-08,5.1,12.6,0.1,0,4441
2021-12-07,5.7,12.6,0.4,0.5,4473
2021-12-06,5,12.8,-0.9,0,4516
2021-12-02,1.8,7.1,-4.1,0.1,4542
2021-12-01,1,3.7,-2.2,0.4,4324
2021-11-30,6.4,11.1,2.1,22.9,4330
2021-11-29,6.4,14.4,-0.4,0,4395
2021-11-26,4.8,10.7,0,0,4540
2021-11-25,7.6,13.6,2.4,0,4596
2021-11-24,5.8,10.8,0.8,0.2,4429
2021-11-23,2.5,5.4,-0.4,1.1,4444
2021-11-22,5.7,12,1.3,2.4,4473
2021-11-19,11,17.6,5.5,0,4534
2021-11-18,9.8,16.4,3.5,0,4425
2021-11-17,7.3,14.4,0.9,0,4650
2021-11-16,8,15.4,3,0,4687
2021-11-15,8.7,16.1,3.5,0,4697
2021-11-12,5.6,9.7,2.1,0.6,4562
2021-11-11,7,11,3.6,1.2,4515
2021-11-10,6.5,9.2,3.8,3.2,5030
2021-11-09,7.2,10.2,4.9,2.5,4588
2021-11-08,10.4,16.8,6.2,22.5,4256
2021-11-05,11.5,19.2,5.6,0,4062
2021-11-04,11.5,18.9,6,0.4,3946
2021-11-03,11,17.8,5.6,0.1,3959
2021-11-02,10.9,17.1,6,0.3,3950
2021-11-01,12.6,19.1,8,0,3929
2021-10-29,12.3,19.3,6.6,0,3879
2021-10-28,11.5,19.8,4.6,0,3901
2021-10-27,12.7,19.7,7.5,0.2,3869
2021-10-26,11.3,19.1,4.6,0,3843
2021-10-25,10.7,18.7,5.1,0,3881
2021-10-22,9.8,16.6,4.5,0.4,3874
2021-10-21,9.4,16.1,4.2,0.3,3900
2021-10-20,8.9,15.6,4,0,3989
2021-10-19,10.7,16.8,6.3,2.5,3989
2021-10-18,8.9,16.7,1.1,0.3,4068
2021-10-15,18.1,22.1,15.1,6.3,4138
2021-10-14,19,24.8,14.8,0,4192
2021-10-13,18.3,22.8,14.8,0.1,4359
2021-10-12,16.4,18.2,14.9,3.8,4530
2021-10-08,20,22.8,18,1.7,4752
2021-10-07,20.3,24.7,17.1,1.5,4784
2021-10-06,20.4,24.7,17.2,3.7,4964
2021-10-05,22.3,28,18.1,1.5,5174
2021-10-01,20.2,27.1,15.4,1.1,5245
2021-09-30,20.7,26.5,16.7,4.4,5236
2021-09-29,21.1,24.3,19,22.6,5304
2021-09-28,20.8,24.3,18.1,0.7,5387
2021-09-27,20.5,25.1,16.9,0.1,5636
2021-09-24,19.6,25.7,14.4,0.6,5793
2021-09-23,20,25.5,15.6,0,5811
2021-09-17,20.4,23.7,18,15.7,5527
2021-09-16,21.2,25.6,16.3,0.9,5549
2021-09-15,22.1,27.1,18,0.1,5475
2021-09-14,21.6,25.2,18.3,3,5463
2021-09-13,22.6,26.8,19,0.2,5177
2021-09-10,21.8,26.3,18.7,0.5,5149
2021-09-09,21.8,27.8,17.1,0,5088
2021-09-08,21.9,26.8,18.5,0.6,5000
2021-09-07,21,23.6,18.7,11.4,5437
2021-09-06,20.9,24.3,18.1,9.7,5386
2021-09-03,21.7,26,18.4,1.1,5447
2021-09-02,21.7,24.7,19.3,1.8,5442
2021-09-01,22.3,24.9,20,38.5,5225
2021-08-31,22.9,27.1,20.1,14.5,5062
2021-08-30,23.5,27.9,20.5,0.4,4629
2021-08-27,22.6,26.2,20,14.8,4585
2021-08-26,24.9,29.6,21.2,0.4,4646
2021-08-25,23.7,26,22,21.9,4617
2021-08-24,24,27.1,21.4,38.3,4478
2021-08-23,22.4,24.6,20.9,44.5,4519
2021-08-20,24.4,29.5,19.8,0.5,4481
2021-08-19,23.2,28.3,19.6,3.5,4478
2021-08-18,23,27.8,19.8,7.4,4416
2021-08-17,23.8,28.3,20.2,5.3,4400
2021-08-13,24.9,28.7,22,0.9,4429
2021-08-12,25.4,30.3,21.7,0.6,4536
2021-08-11,25.5,30.8,21.6,0.8,4501
2021-08-10,25,29.7,21.8,7.1,4387
2021-08-09,26.2,31.4,21.9,4.3,4361
2021-08-06,27.6,33.9,23.4,3.1,4297
2021-08-05,28.4,33.9,23.8,0.1,4271
2021-08-04,28,33.1,23.9,0.1,3825
2021-08-03,27,31.5,23.6,8.1,3772
2021-08-02,26.3,30.3,24.1,10.7,3568
2021-07-30,28,33.5,23.3,0.8,3502
2021-07-29,27.6,33,23.1,0,3423
2021-07-28,27.6,33.1,22.8,0.5,3387
2021-07-27,27.6,33.3,22.4,0.2,3458
2021-07-26,27.5,32.7,22.9,0.1,3420
2021-07-23,27.5,33,22.6,0,3393
2021-07-22,27.2,32.7,22.2,0,3453
2021-07-21,27.4,33.1,22.4,0,3477
2021-07-20,26.8,31.5,23.1,0.2,3410
2021-07-19,26,30.8,22.7,3.9,3392
2021-07-16,26.1,32.1,22.2,4.4,3408
2021-07-15,26.9,32.4,23.2,2.7,3410
2021-07-14,27.6,32.1,23.9,0,3421
2021-07-13,27.4,32.1,23.4,0,3443
2021-07-12,26.7,32,22.8,0.4,3409
2021-07-09,24.5,28.7,22,6.8,3452
2021-07-08,24.6,28.5,22.1,23.2,3417
2021-07-07,24.4,27.2,22.2,33.7,3305
2021-07-06,23.4,26.4,20.6,51.6,3337
2021-07-05,22.3,25.5,19.9,26,3328
2021-07-02,24.3,29.4,20.1,0.3,3199
2021-07-01,24.4,30.3,19.1,0.4,3144
2021-06-30,23.1,27.9,20,1.6,3124
2021-06-29,22.8,28.1,18.8,2.9,3124
2021-06-28,22.9,27.8,19.8,2.8,3106
2021-06-25,22.6,28.3,17.7,2.4,3125
2021-06-24,21.6,26.5,17.5,0.2,3187
2021-06-23,20.3,24.3,17.5,2.7,3196
2021-06-22,20.8,25.8,16.9,5.3,3196
2021-06-21,22.4,28.6,17.5,0.4,3214
2021-06-18,20.7,23.9,18.3,3.3,3182
2021-06-17,20.3,23.6,17.7,0.7,3182
2021-06-16,21.5,24.9,18.6,2.8,3191
2021-06-15,21,23,19.4,9.1,3245
2021-06-14,22.3,27.2,18.6,0,3266
2021-06-11,21.7,25.7,19.1,22.9,3303
2021-06-10,22.9,27.9,18.2,4.6,3300
2021-06-09,23.7,30.2,17.8,0,3258
2021-06-08,22.7,28.9,17.4,0.1,3235
2021-06-07,21.7,27.5,16,0,3243
2021-06-04,18.8,24.5,13.8,1.3,3256
2021-06-03,18.3,20.9,15.4,19.9,3261
2021-06-02,21.8,28.2,16.3,0,3241
2021-06-01,20.4,26.2,14.8,0.3,3245
2021-05-31,19.3,25,15,5.6,3230
2021-05-28,15.6,21.9,10.7,15.3,3224
2021-05-27,16,20.9,12.4,2.7,3282
2021-05-26,16.7,22.9,10.3,0.2,3185
2021-05-25,15.5,21.1,11.1,2.7,3170
2021-05-24,19.2,24.5,14.6,0.3,3178
2021-05-21,15.6,18.5,13.5,3.1,3211
2021-05-20,16.4,19.4,14.4,11.1,3233
2021-05-18,16.9,22.5,13.2,0.2,3314
2021-05-17,15.2,17.5,13.6,4.5,3314
2021-05-14,20.8,27.7,14.1,0,3311
2021-05-13,19.6,27.3,12.1,0,3371
2021-05-12,18.1,24.9,11.6,0,3393
2021-05-11,15.9,21,11.1,2.7,3759
2021-05-10,13.2,16.5,9.8,5.2,3826
2021-05-07,15,21.1,9.4,1.9,5255
2021-05-06,14.8,22.5,5.5,0,5234
2021-05-04,15.7,19.6,10.8,17.5,5243
2021-05-03,14,21.4,6,0,5258
2021-04-30,13,17.4,9.4,7.5,5227
2021-04-29,14.7,20.1,10.4,1.6,5113
2021-04-28,15.9,21.1,11.4,0.3,5172
2021-04-27,14.6,19.9,8.8,0.3,5181
2021-04-26,13.7,20.2,7,0,5289
2021-04-23,17.3,21.2,14.1,0,5277
2021-04-22,18.9,25.6,13.1,0,5277
2021-04-21,17.4,26.4,8.4,0,5287
2021-04-20,15.2,24.3,6.5,0,5309
2021-04-19,13,21,4,0,5258
2021-04-16,11.7,17.2,5.5,0.2,5196
2021-04-15,10.1,17.6,2.4,0,5222
2021-04-14,9,15.3,3.5,0,5222
2021-04-13,11.8,16.6,6.3,3.1,5232
2021-04-12,12.5,15.9,10,20.8,5227
2021-04-09,10.2,16.7,3.7,0.6,5206
2021-04-08,11.9,18.5,5.9,0,5206
2021-04-07,13.2,20.7,5.6,0,5189
2021-04-06,11.7,19.3,4.2,0,5175
2021-04-05,9.7,16.8,3.3,0,5164
2021-04-02,15.9,21.2,11,0,5130
2021-04-01,13.9,19.9,6.9,0,5081
2021-03-31,12.3,21.5,3.1,0,5033
2021-03-30,11.5,19.3,5,0,4888
2021-03-29,12.2,17.1,8,0.1,4879
2021-03-26,12.5,21.4,4.1,0,4861
2021-03-25,11.7,19.8,4.3,0,4833
2021-03-24,10.1,17,3.2,0,4881
2021-03-23,9,16.7,1,0,4859
2021-03-22,6.5,11.7,1.5,0,4876
2021-03-19,11.6,16.9,7.4,0,4873
2021-03-18,9.8,17,2.8,0,4822
2021-03-17,8.3,16.6,0.8,0,4787
2021-03-16,11,16.8,4.7,1.8,4772
2021-03-15,10.5,17.2,2.1,0.2,4753
2021-03-12,8.3,10.8,6.4,13.2,4683
2021-03-11,9.2,17.2,1.1,0.6,4641
2021-03-10,7.7,15.6,0.7,0,4566
2021-03-09,7.1,13.6,1.6,0,4553
2021-03-08,5.9,13.2,0,0,4534
2021-03-05,8.6,16.9,2.3,0.1,4448
2021-03-04,5.6,10.4,0.8,3.9,4562
2021-03-03,3.1,9.3,-2.9,0,4554
2021-03-02,2.4,6.2,-0.9,2.7,4533
2021-02-26,7.3,13.2,1.7,0.9,4461
2021-02-25,3.9,8.3,-0.8,3.1,4496
2021-02-24,3,10.1,-2.4,0,4449
2021-02-23,2.6,8.3,-2,0,4331
2021-02-22,9.9,17.6,3,0,4172
2021-02-19,2.3,9.8,-6.7,0,3826
2021-02-18,-4.5,0,-9,0.1,3756
2021-02-17,-6.1,-3.3,-8,0.5,3704
2021-02-16,-2.1,2.7,-5.9,1.1,3704
2021-02-15,3.3,8.5,-2.4,0.6,3704
2021-02-10,2.4,9.2,-4.1,0,3668
2021-02-09,-0.4,6.1,-6.3,0,3637
2021-02-08,-0.9,3.1,-4.1,0,3610
2021-02-05,1.2,7.4,-5.5,0,3518
2021-02-04,-0.3,4.1,-4.6,0.8,3399
2021-02-03,-2,3.2,-7.9,0.7,3401
2021-02-02,-2.2,3.6,-5.1,0,3340
2021-02-01,6.7,10.7,2.3,9.3,3300
2021-01-29,-5.7,-1.4,-9,0.1,3246
2021-01-28,-0.8,6.4,-6.2,1.2,3134
2021-01-27,3.2,8.5,-0.7,0,3057
2021-01-26,4.8,7.2,2.3,5.9,3065
2021-01-25,5.9,12.7,0.9,0,3065
2021-01-21,4.6,10.1,-1.7,4.1,3025
2021-01-20,-0.9,8.3,-8.9,0,3025
2021-01-19,-5.1,1.2,-10.7,0,3007
2021-01-18,-2,3.4,-6.5,1.7,3007
2021-01-15,5.9,13.1,-1.5,0,2999
2021-01-14,2.9,10.2,-2.9,0,2999
2021-01-13,3,9.7,-4.2,0,3000
2021-01-12,-3,2.6,-9.5,0.4,3019
